"setting","riskiness"
"Workplace",1.75531606449204
"Workplace",0.885576675186764
"Workplace",1.69881652374608
"Workplace",0.706333854629643
"Workplace",0.841211958639442
"Workplace",1.48353967223508
"Workplace",1.58354169966631
"Workplace",0.905040946134129
"Workplace",0.847500717584239
"Workplace",0.848584320140082
"Workplace",0.787112238738606
"Workplace",1.62008786901073
"Workplace",0.753963065509874
"Workplace",0.8470054519053
"Workplace",0.889663303872113
"Workplace",0.763201650433137
"Workplace",1.09138454387783
"Workplace",1.28982617181567
"Workplace",0.715014253764718
"Workplace",0.653985811226608
"Workplace",1.10733621040699
"Workplace",1.14782722042875
"Workplace",0.959931908326685
"Workplace",0.806836351803462
"Workplace",1.0197958846609
"Workplace",1.46096123897518
"Workplace",0.651925573854961
"Workplace",1.31827981535105
"Workplace",0.982449842211215
"Workplace",0.933635725765918
"Workplace",0.842749650974954
"Workplace",0.98130917293806
"Workplace",1.31502056730261
"Workplace",0.952694705450226
"Workplace",1.09713713412894
"Workplace",1.28663364561933
"Workplace",1.20423656387811
"Workplace",1.89518455871756
"Workplace",1.18996183328683
"Workplace",1.29602110044055
"Workplace",0.862476731900571
"Workplace",0.817265347149702
"Workplace",1.40115304352
"Workplace",0.994722008594196
"Workplace",2.33063204679865
"Workplace",0.980718246457092
"Workplace",0.93454805191397
"Workplace",1.17130752509504
"Workplace",0.860643748527334
"Workplace",0.868902945042577
"Workplace",1.46668600083037
"Workplace",1.29889978436626
"Workplace",0.769538332545356
"Workplace",1.00457254794513
"Workplace",1.37836202367441
"Workplace",0.868345055553299
"Workplace",3.47595944048781
"Workplace",0.981167262650587
"Workplace",1.03026660566813
"Workplace",1.16912132758517
"Workplace",1.8669870941718
"Workplace",1.12820605706121
"Workplace",1.2230869952328
"Workplace",1.93130979738378
"Workplace",0.973692688100652
"Workplace",1.05091971207041
"Workplace",1.40809835930039
"Workplace",1.22540870688271
"Workplace",0.836834592917032
"Workplace",1.0275168529204
"Workplace",0.96451389475674
"Workplace",0.883872076671517
"Workplace",0.854259704015445
"Workplace",0.768839942313457
"Workplace",0.843707956291782
"Workplace",5.62235210195609
"Workplace",1.04339979703023
"Workplace",1.1204709102737
"Workplace",0.969624413848349
"Workplace",0.792684999351053
"Workplace",0.772429171760101
"Workplace",5.43558909424573
"Workplace",1.21610158449168
"Workplace",0.746139412863329
"Workplace",1.02345509710109
"Workplace",1.06128562893738
"Workplace",0.713310700734007
"Workplace",0.905215710390125
"Workplace",1.23280948105604
"Workplace",1.31375345399534
"Workplace",0.894022905173068
"Workplace",1.13350438333012
"Workplace",1.64284931654869
"Workplace",0.768656636564628
"Workplace",1.16745551399252
"Workplace",1.021428337106
"Workplace",1.33089896804675
"Workplace",0.992465256652706
"Workplace",0.727701368697175
"Workplace",1.12703662745959
"Workplace",1.02568642945152
"Workplace",1.97195384264485
"Workplace",1.04801913136756
"Workplace",0.864671425941157
"Workplace",1.56195152933109
"Workplace",1.18185443877678
"Workplace",1.09986955480305
"Workplace",1.13918613382262
"Workplace",1.53122591360172
"Workplace",0.753864110261541
"Workplace",0.967408967594613
"Workplace",0.976829231193015
"Workplace",0.844225624780897
"Workplace",0.704915779243426
"Workplace",1.30790227523226
"Workplace",0.719723630220245
"Workplace",0.667395149854998
"Workplace",0.827512271988467
"Workplace",0.978026043037658
"Workplace",0.789922439532479
"Workplace",1.47221743247868
"Workplace",1.23995458436703
"Workplace",0.77343955031738
"Workplace",0.975581498712534
"Workplace",1.40947390356859
"Workplace",1.18008845174725
"Workplace",1.10500547064012
"Workplace",0.777760906193519
"Workplace",0.804659844808215
"Workplace",0.677926778344973
"Workplace",1.06546564895582
"Workplace",1.39514932835195
"Workplace",0.988631696942226
"Workplace",0.978677038076407
"Workplace",0.890113383839031
"Workplace",0.885580388164496
"Workplace",0.732714371648306
"Workplace",0.742538735533181
"Workplace",1.55180424711099
"Workplace",0.862959928883338
"Workplace",1.41831491773482
"Workplace",1.58689250446983
"Workplace",0.825662402672104
"Workplace",0.951258881316058
"Workplace",0.766389250581914
"Workplace",0.821689915430118
"Workplace",0.892533318089515
"Workplace",0.657714045638856
"Workplace",0.917308900067484
"Workplace",1.15163206982323
"Workplace",1.05304032228077
"Workplace",0.812338900001977
"Workplace",0.791828327132188
"Workplace",1.08417679076323
"Workplace",0.985055536188232
"Workplace",0.909468513701376
"Workplace",0.783237572636764
"Workplace",0.852399715360037
"Workplace",0.883276639523808
"Workplace",1.89411035841751
"Workplace",0.967715064202329
"Workplace",1.14801259723863
"Workplace",0.964348811714693
"Workplace",1.15407739095876
"Workplace",1.02389063563135
"Workplace",0.95025224724842
"Workplace",0.664359954663683
"Workplace",5.17514790734973
"Workplace",0.845571311144397
"Workplace",0.923759399887681
"Workplace",0.711704980897133
"Workplace",1.30982651262149
"Workplace",1.05265527975832
"Workplace",0.70777351402974
"Workplace",1.29339982085168
"Workplace",1.10978877207427
"Workplace",0.774343347321977
"Workplace",1.05051317040862
"Workplace",0.92749773321742
"Workplace",1.05939593775478
"Workplace",1.04980065135838
"Workplace",1.03948654686846
"Workplace",0.92902618915885
"Workplace",0.788445149476807
"Workplace",1.34959783456882
"Workplace",1.00323958962444
"Workplace",0.895857776884493
"Workplace",0.66697410088118
"Workplace",1.36714716321983
"Workplace",0.85041114243469
"Workplace",1.37567128056411
"Workplace",0.854649406228864
"Workplace",8.24891827375919
"Workplace",1.2721689006283
"Workplace",0.899525187827012
"Workplace",1.31338478395901
"Workplace",1.84866742407086
"Workplace",1.06833427243043
"Workplace",1.3533750379054
"Workplace",0.768824904130515
"Workplace",1.87326227359836
